line number,Character,Character pinyin,Character EN translation,Character HE translation ,Related Sentence,Sentence Pinyin,Sentence EN Translation,Sentence HE Translation,Apearances in sentences,Group,Sentence Length
1294,心,xīn,heart;,לֵב;,他心里觉得不安,tā xīn lǐ jué dé bù ān,He felt uneasy,הוא חש אי נוחות,9,Group 2,7
1295,地,dì,ground.,טָחוּן.,地上很脏。,Dìshang hěn zāng.,The ground is dirty.,האדמה מלוכלכת.,12,Group 2,5
1296,需要,xūyào,need;,צוֹרֶך;,我需要你们,wǒ xū yào nǐ mén,I need you,אני צריך אותך,16,Group 2,5
1297,地,de,(a structural particle),(חלקיק מבני),他慢慢地走。,Tā mànmàn de zǒu.,He walked slowly.,הוא הלך לאט.,11,Group 2,6
1298,作业,zuòyè,homework,שִׁעוּרֵי בַּיִת,老师布置作业,lǎo shī bù zhì zuò yè,The teacher assigns homework,המורה מחלק שיעורי בית,6,Group 2,6
1299,开,kāi,bloom,לִפְרוֹחַ,花在春天开放,huā zài chūn tiān kāi fàng,Flowers bloom in spring,פרחים פורחים באביב,15,Group 2,6
1300,放,fàng,put,לָשִׂים,请放桌子上。,Qǐng fàng zhuōzi shang.,Please put it on the table.,בבקשה שים את זה על השולחן.,8,Group 2,6
1301,问题,wèntí,question; problem; trouble;,שְׁאֵלָה; בְּעָיָה; צָרָה;,没有问题。,Méiyǒu wèntí.,No problem.,אֵין בְּעָיָוֹת.,8,Group 2,5
1302,花,huā,spend;,לְבַלוֹת;,我花了很多钱。,Wǒ huā le hěnduō qián.,I spent a lot of money.,הוצאתי הרבה כסף.,11,Group 2,7
1303,对,duì,couple,זוּג,他们是对夫妻。,Tāmen shì duì fūqī.,They are a couple.,הם זוג.,13,Group 2,7
1304,努力,nǔlì,try hard;,לנסות קשה;,努力地学习,nǔ lì dì xué xí,Study hard,למד קשה,6,Group 2,5
1305,点,diǎn,point; decimal point;,נְקוּדָה; נקודה עשרונית;,这是重点。,Zhè shì zhòngdiǎn.,This is the key point.,זו נקודת המפתח.,10,Group 2,5
1306,点,diǎn,order (dishes),להזמין (מנות),我有点怕拍照,wǒ yǒu diǎn pà pāi zhào,I'm a little afraid of taking pictures,אני קצת מפחדת לצלם,10,Group 2,6
1307,漂亮,piàoliàng,beautiful;,יָפֶה;,她可漂亮了,tā kě piāo liàng liǎo,She is so beautiful,היא כל כך יפה,10,Group 2,5
1308,向,xiàng,direction; towards;,כיוון; לִקרַאת;,她向您问好,tā xiàng nín wèn hǎo,She says hello to you,היא אומרת לך שלום,10,Group 2,5
1309,过,guò,(an aspect particle),(חלקיק היבט),我去过北京。,Wǒ qù guo Běijīng.,I have been to Beijing.,הייתי בבייג'ינג.,10,Group 2,6
1310,只,zhī,(a quantifier for birds),(כמת לציפורים),只是价钱太高,zhī shì jià qián tài gāo,Just too high a price,פשוט מחיר גבוה מדי,7,Group 2,6
1311,只,zhǐ,only; merely.,רַק; רַק.,我只想睡觉。,Wǒ zhǐ xiǎng shuìjiào.,I just want to sleep.,אני רק רוצה לישון.,7,Group 2,6
1312,已经,yǐjīng,already.,כְּבָר.,他已经发财了,tā yǐ jīng fā cái liǎo,He has become rich.,הוא התעשר.,4,Group 2,6
1313,美丽,měilì,beautiful.,יָפֶה.,她很美丽。,Tā hěn měilì.,She is very beautiful.,היא מאוד יפה.,8,Group 2,5
1314,完,wán,"exhaust, be over","למצות, להיגמר",电池用完了,diàn chí yòng wán liǎo,The battery is exhausted,הסוללה נגמרה,8,Group 2,5
1315,准备,zhǔnbèi,prepare;,לְהַכִין;,我们正在准备,wǒ mén zhèng zài zhǔn bèi,We are preparing,אנחנו מתכוננים,4,Group 2,6
1316,讲,jiǎng,"speak; talk, explain","לְדַבֵּר; לדבר, להסביר",请再讲一遍,qǐng zài jiǎng yī biàn,Please say it again,בבקשה תגיד את זה שוב,12,Group 2,5
1317,高,gāo,tall; high;,גָבוֹהַ; גָבוֹהַ;,这座楼很高。,Zhè zuò lóu hěn gāo.,This building is very tall.,הבניין הזה גבוה מאוד.,7,Group 2,6
1318,医生,yīshēng,doctor.,דוֹקטוֹר.,医生给他扎针,yī shēng gěi tā zā zhēn,The doctor gave him an injection,הרופא נתן לו זריקה,6,Group 2,6
1319,故事,gùshi,story; plot.,כַּתָבָה; מִגרָשׁ.,这故事不是真的,zhè gù shì bù shì zhēn de,This story isn't true.,הסיפור הזה לא נכון.,10,Group 2,7
1320,门,mén,(quantifier for subjects),(כימת לנושאים),麻烦你开一下门,má fán nǐ kāi yī xià mén,Please open the door,בבקשה פתח את הדלת,3,Group 2,7
1321,还,huán,give back; return,לְהַחזִיר; לַחֲזוֹר,他们还没有,tā mén huán méi yǒu,They haven't yet,הם עדיין לא,13,Group 2,5
1322,活,huó,live; be alive;,לִחיוֹת; לִחיוֹת;,鱼还活着。,Yú hái huó zhe.,The fish is still alive.,הדג עדיין חי.,7,Group 2,5
1323,让,ràng,let,לְאַפשֵׁר,让我想想。,Ràng wǒ xiǎngxiang.,Let me think about it.,תן לי לחשוב על זה.,4,Group 2,5
1324,样,yàng,kind;,סוּג;,照得怎么样？,zhào dé zěn me yàng ？,How's the photo?,איך התמונה?,10,Group 2,6
1325,光,guāng,empty,רֵיק,杯子是空的。,Bēizi shì kōng de.,The cup is empty.,הכוס ריקה.,8,Group 2,6
1326,手,shǒu,hand;,יָד;,握了握我的手,wò liǎo wò wǒ de shǒu,Shake my hand,לחץ את ידי,8,Group 2,6
1327,迟到,chídào,be (or arrive) late.,להיות (או להגיע) מאוחר.,别为迟到担心了,bié wéi chí dào dān xīn liǎo,Don't worry about being late,אל תדאג לגבי איחור,6,Group 2,7
1328,照,zhào,take a photograph;,לצלם תמונה;,拍个照吗?,pāi gè zhào má ?,Want to take a picture?,רוצים לצלם?,10,Group 2,5
1329,让,ràng,by.,עַל יְדֵי.,他让我向您问好,tā ràng wǒ xiàng nín wèn hǎo,He asked me to say hello to you,הוא ביקש ממני להגיד לך שלום,3,Group 2,7
1330,希望,xīwàng,hope;,לְקַווֹת;,我希望发财,wǒ xī wàng fā cái,I hope to get rich,אני מקווה להתעשר,8,Group 2,5
1331,话,huà,words;,מילים;,不停地说话,bù tíng dì shuō huà,Talking non-stop,מדבר בלי הפסקה,5,Group 2,5
1332,假期,jiàqī,holiday,חַג,假期愉快！,Jiàqī yúkuài!,Have a nice holiday!,שיהיה לך חג נעים!,2,Group 2,5
1333,城,chéng,wall; city; town.,קִיר; עִיר; עִיר.,机场离城很远,jī cháng lí chéng hěn yuǎn,The airport is far from the city,שדה התעופה מרוחק מהעיר,6,Group 2,6
1334,本,běn,(a quantifier for books),(כמת לספרים),我买了一本书。,Wǒ mǎi le yī běn shū.,I bought a book.,קניתי ספר.,6,Group 2,7
1335,演,yǎn,perform; play; act;,לְבַצֵעַ; לְשַׂחֵק; חוֹק;,演奏一首曲子,yǎn zòu yī shǒu qū zǐ,Play a song,תנגן שיר,9,Group 2,6
1336,带,dài,take; bring; carry; bear; have;,לִיטוֹל; לְהָבִיא; לשאת; דוֹב; יש;,请带身份证。,Qǐng dài shēnfènzhèng.,Please bring your ID card.,נא להביא תעודת זהות.,4,Group 2,6
1337,被,bèi,by (passive),על ידי (פאסיבי),旧油漆被刮掉,jiù yóu qī bèi guā diào,Old paint scraped off,צבע ישן נגרד,4,Group 2,6
1338,按摩,ànmó,massage.,לְעַסוֹת.,我想按摩。,Wǒ xiǎng ànmó.,I want a massage.,אני רוצה עיסוי.,10,Group 2,5
1339,方向,fāngxiàng,direction;,כיוון;,方向错了。,Fāngxiàng cuò le.,The direction is wrong.,הכיוון לא נכון.,6,Group 2,5
1340,冬天,dōngtián,winter.,חוֹרֶף.,冬天很冷。,Dōngtiān hěn lěng.,It is very cold in winter.,קר מאוד בחורף.,4,Group 2,5
1341,银行,yínháng,bank.,בַּנק.,从银行取钱,cóng yín xíng qǔ qián,Withdraw money from the bank,משיכת כסף מהבנק,4,Group 2,5
1342,各种,gèzhǒng,various.,שׁוֹנִים.,用各种方法,yòng gè zhǒng fāng fǎ,Using various methods,שימוש בשיטות שונות,2,Group 2,5
1343,空,kòng,unoccupied; vacant,פָּנוּי; רֵיק,快打开空调吧,kuài dǎ kāi kōng diào bā,Turn on the air conditioner now,הפעל את המזגן עכשיו,2,Group 2,6
1344,规则,guīzé,rule; regulation;,כְּלָל; תַקָנָה;,要遵守规则。,Yào zūnshǒu guīzé.,Follow the rules.,פעל לפי הכללים.,2,Group 2,6
1345,告诉,gàosù,tell;,לְסַפֵּר;,我忘了告诉他,wǒ wàng liǎo gào sù tā,I forgot to tell him,שכחתי לספר לו,4,Group 2,6
1346,方法,fāngfǎ,method;,שִׁיטָה;,这个方法很好。,Zhège fāngfǎ hěn hǎo.,This method is very good.,שיטה זו טובה מאוד.,4,Group 2,7
1347,成功,chénggōng,succeed; successful.,לְהַצְלִיחַ; מוּצלָח.,离成功还远着呢,lí chéng gōng huán yuǎn zhuó ne,Still far from success,עדיין רחוק מהצלחה,6,Group 2,7
1348,国家,guójiā,country;,מְדִינָה;,在这个国家里，,zài zhè gè guó jiā lǐ ，,"In this country,","בארץ הזאת,",6,Group 2,7
1349,研究生,yánjiùshēng,graduate student.,סטודנט לתואר שני.,研究生吗？,yán jiū shēng má ？,Are you a graduate student?,האם אתה סטודנט לתואר שני?,9,Group 2,5
1350,收,shōu,receive;,לְקַבֵּל;,我需要收传真,wǒ xū yào shōu chuán zhēn,I need to receive a fax,אני צריך לקבל פקס,7,Group 2,6
1351,忘,wàng,forget;,לִשְׁכּוֹחַ;,我忘了写作业,wǒ wàng liǎo xiě zuò yè,I forgot to do my homework,שכחתי להכין שיעורי בית,5,Group 2,6
1352,周,zhōu,week,שָׁבוּעַ,周老师感动了,zhōu lǎo shī gǎn dòng liǎo,Teacher Zhou was moved,המורה ג'ואו התרגש,5,Group 2,6
1353,生意,shēngyi,business;,עֵסֶק;,做生意发财,zuò shēng yì fā cái,Make money through business,להרוויח כסף דרך עסקים,8,Group 2,5
1354,发财,fācái,get rich; make a fortune;,להתעשר; לעשות הון;,他想发财。,Tā xiǎng fācái.,He wants to get rich.,הוא רוצה להתעשר.,4,Group 2,5
1355,价钱,jiàqián,price.,מְחִיר.,我没问价钱,wǒ méi wèn jià qián,I didn't ask the price,לא שאלתי את המחיר,6,Group 2,5
1356,集中,jízhōng,concentrated; focus;.,מְרוּכָּז; מוֹקֵד;.,集中在南方,jí zhōng zài nán fāng,Concentrated in the south,מרוכז בדרום,8,Group 2,5
1357,鲜花,xiānhuā,fresh flowers,פרחים טריים,美丽的鲜花,měi lì de xiān huā,Beautiful flowers,פרחים יפים,6,Group 2,5
1358,生活,shēnghuó,life; live;,חַיִים; לִחיוֹת;,生活的经历,shēng huó de jīng lì,Life Experience,ניסיון חיים,4,Group 2,5
1359,人们,rénmén,people;,אֲנָשִׁים;,人们很友好,rénmén hěn yǒuhǎo,People are friendly,אנשים ידידותיים,2,Group 2,5
1360,丰富,fēngfù,rich; abundant,עָשִׁיר; שׁוֹפֵעַ,丰富的词汇,fēng fù de cí huì,Rich vocabulary,אוצר מילים עשיר,2,Group 2,5
1361,技术,jìshù,technology,טֶכנוֹלוֹגִיָה,技术很重要。,Jìshù hěn zhòngyào.,Technology is important.,הטכנולוגיה חשובה.,6,Group 2,6
1362,照片,zhàopiàn,photograph; picture.,תַצלוּם; תְמוּנָה.,我拍了照片。,Wǒ pāi le zhàopiàn.,I took pictures.,צילמתי תמונות.,8,Group 2,6
1363,说谎,shuōhuǎng,tell a lie;,לספר שקר;,说谎是不对的,shuō huǎng shì bù duì de,Lying is wrong,לשקר זה לא בסדר,8,Group 2,6
1364,旅游,lǚyóu,tour; travel,סִיוּר; לִנְסוֹעַ,我喜欢旅游。,Wǒ xǐhuan lǚyóu.,I like traveling.,אני אוהב לטייל.,4,Group 2,6
1365,讲座,jiǎngzuò,lecture,הַרצָאָה,我去听讲座。,Wǒ qù tīng jiǎngzuò.,I went to a lecture.,הלכתי להרצאה.,6,Group 2,6
1366,说明,shuōmíng,explain (tion); illustrate (tion),להסביר (tion); להמחיש (ציון),说明你的专业,shuō míng nǐ de zhuān yè,Describe your major,תאר את המגמה שלך,4,Group 2,6
1367,落,luò,fall;,סתָיו;,油漆正在脱落,yóu qī zhèng zài tuō luò,The paint is peeling,הצבע מתקלף,5,Group 2,6
1368,琵琶,pípa,musical insrument (lute),כלי מוזיקלי (לוטה),她会弹琵琶。,Tā huì tán pípa.,She can play the pipa.,היא יכולה לנגן בפיפה.,4,Group 2,6
1369,中心,zhōngxīn,centre;,מֶרְכָּז;,这是市中心。,Zhè shì shì zhōngxīn.,This is the city center.,זהו מרכז העיר.,4,Group 2,6
1370,蛋糕,dàngāo,cake.,עוּגָה.,我买了蛋糕。,Wǒ mǎi le dàngāo.,I bought a cake.,קניתי עוגה.,4,Group 2,6
1371,机会,jīhuì,chance; opportunity.,הִזדַמְנוּת; הִזדַמְנוּת.,抓住每个机会,zhuā zhù měi gè jī huì,Seize every opportunity,תנצל כל הזדמנות,4,Group 2,6
1372,左右,zuǒyòu,"about, or so","בערך, או כך",大概十点左右。,Dàgài shí diǎn zuǒyòu.,Around ten o'clock.,בסביבות השעה עשר.,8,Group 2,7
1373,流行,liúxíng,popular;,פּוֹפּוּלָרִי;,这首歌很流行。,Zhè shǒu gē hěn liúxíng.,This song is very popular.,השיר הזה מאוד פופולרי.,8,Group 2,7
1374,演奏,yǎnzòu,play a musical instrument,לנגן בכלי נגינה,他会演奏钢琴。,Tā huì yǎnzòu gāngqín.,He can play the piano.,הוא יודע לנגן בפסנתר.,4,Group 2,7
1375,掌握,zhǎngwò,master; know well;,לִשְׁלוֹט; יודע היטב;,他掌握大量词汇,tā zhǎng wò dà liáng cí huì,He has a large vocabulary,יש לו אוצר מילים גדול,6,Group 2,7
1376,愿意,yuànyì,be willing;,להיות מוכן;,她不愿意跟他去,tā bù yuàn yì gēn tā qù,She didn't want to go with him,היא לא רצתה ללכת איתו,6,Group 2,7
1377,夜,yè,night;,לַיְלָה;,昨夜下了霜,zuó yè xià liǎo shuāng,It frosted last night,זה קרה אמש,2,Group 2,5
1378,片,piàn,"(quantifier for slices, tablets)","(מכמת לפרוסות, טבליות)",那张照片放大,nà zhāng zhào piàn fàng dà,Enlarge that photo,תגדיל את התמונה הזו,5,Group 2,6
1379,通,tōng,"be through, lead to;","להיות דרך, להוביל;",这条路不通。,Zhè tiáo lù bù tōng.,This road is blocked.,הכביש הזה חסום.,3,Group 2,6
1380,变,biàn,change; become; transform;,לְשַׁנוֹת; לִהיוֹת; לְשַׁנוֹת;,他脸色变白了,tā liǎn sè biàn bái liǎo,He turned pale.,הוא החוויר.,4,Group 2,6
1381,流,liú,"flow, shed","לזרום, לשפוך",经济和技术交流,jīng jì hé jì shù jiāo liú,Economic and technological exchanges,חילופים כלכליים וטכנולוגיים,5,Group 2,7
1382,着呢,zhene,very; quite,"מאד, בהחלט",他忙着呢。,Tā máng zhe ne.,He is busy.,הוא עסוק.,4,Group 2,5
1383,感动,gǎndòng,feel moved,להרגיש נרגש,我很感动。,Wǒ hěn gǎndòng.,I am very touched.,אני מאוד נגע.,4,Group 2,5
1384,穿,chuān,wear; put on;,לִלבּוֹשׁ; לִלבּוֹשׁ;,衣服不够穿,yī fú bù gòu chuān,Not enough clothes to wear,אין מספיק בגדים ללבוש,1,Group 2,5
1385,将来,jiānglái,future.,עָתִידִי.,将来有更多,jiāng lái yǒu gēng duō,More to come,עוד יבואו,6,Group 2,5
1386,次,cì,time,זְמַן,那次讲座？,nà cì jiǎng zuò ？,That lecture?,ההרצאה ההיא?,5,Group 2,5
1387,咳嗽,késou,cough,לְהִשְׁתַעֵל,他咳嗽了。,Tā késou le.,He coughed.,הוא השתעל.,4,Group 2,5
1388,兵马俑,bīngmǎyǒng,terracotta warriors,לוחמי טרקוטה,兵马俑很老,bīngmǎyǒng hěn lǎo,The Terracotta Warriors are very old,לוחמי הטרקוטה מבוגרים מאוד,3,Group 2,5
